Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
206,01-06-2012,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,20,40,20,60,40,443,59,12,24,99,35
360,01-06-2012,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,30,50,0,80,53,597,75,48,-3,128,78
206,01-06-2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,130,200,90,330,110,665,154,100,24,264,130
303,01-07-2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,130,80,250,145,1304,146,40,81,291,65
970,01-07-2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,50,0,80,39,517,56,36,-10,95,66
720,01-07-2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,50,20,90,47,420,63,15,21,110,42
970,01-07-2012,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,51,419,64,19,12,115,52
720,01-07-2012,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,50,20,90,50,1051,59,15,23,109,36
303,01-07-2012,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,41,592,53,13,27,94,26
303,01-07-2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,100,170,140,270,94,608,136,26,98,230,38
303,01-07-2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,90,50,150,52,668,79,17,31,131,48
970,01-07-2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,130,190,150,320,127,1007,185,35,139,312,46
720,01-07-2012,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,110,150,120,260,104,952,152,29,111,256,41
970,01-07-2012,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,90,110,80,200,87,564,112,28,71,199,41
312,01-07-2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,80,140,120,220,104,952,152,29,111,256,41
312,01-07-2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,100,70,170,87,564,112,28,72,199,40
815,01-07-2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,100,170,150,270,127,1007,185,35,139,312,46
815,01-07-2012,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,80,120,90,200,94,608,136,26,99,230,37
815,01-07-2012,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,40,70,30,110,52,668,79,17,31,131,48
224,01-07-2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,330,470,340,800,291,1742,387,96,259,678,128
312,01-07-2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,320,220,620,266,1819,266,74,168,532,98
217,01-07-2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,160,230,170,390,154,833,222,49,150,376,72
312,01-07-2012,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,250,340,230,590,238,1190,329,78,208,567,121
319,01-07-2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,250,340,240,590,291,1742,387,96,258,678,129
319,01-07-2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,130,200,150,330,154,833,222,49,150,376,72
515,01-07-2012,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,220,240,150,460,266,1819,266,74,167,532,99
319,01-07-2012,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,230,290,170,520,270,1834,332,102,197,602,135
641,01-07-2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,30,20,50,20,808,29,5,13,49,16
641,01-07-2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,559,43,0,31,43,12
712,01-07-2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,23,605,31,7,12,54,19
319,01-07-2012,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,40,30,60,25,854,36,7,17,61,19
712,01-07-2012,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,40,20,70,34,1010,41,10,9,75,32
816,01-07-2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,50,70,10,120,59,338,82,53,-1,141,83
417,01-07-2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,100,40,0,140,120,1334,49,37,-12,169,61
636,01-07-2012,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,60,30,90,44,258,59,14,17,103,42
816,01-07-2012,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,30,40,0,70,40,219,49,15,1,89,48
816,01-07-2012,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,36,252,46,13,0,82,46
573,01-07-2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,40,60,40,100,35,894,52,9,32,87,20
314,01-07-2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,70,50,110,39,845,57,10,35,96,22
314,01-07-2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,70,40,130,60,1070,72,18,32,132,40
636,01-07-2012,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,90,40,170,76,613,93,28,31,169,62
740,01-07-2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,20,30,18,486,26,5,9,44,17
614,01-07-2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,10,40,40,50,23,868,34,6,16,57,18
740,01-07-2012,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,90,160,100,250,114,822,172,37,104,286,68
513,01-07-2012,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,120,170,110,290,141,692,195,43,128,336,67
216,01-07-2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,160,180,120,340,145,1304,146,40,81,291,65
513,01-07-2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,80,30,130,51,419,64,19,11,115,53
614,01-07-2012,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,40,70,40,110,47,420,63,15,20,110,43
513,01-07-2012,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,30,50,30,80,34,432,51,10,18,85,33
330,01-07-2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,40,50,0,90,39,517,56,36,-9,95,65
920,01-07-2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,30,60,40,90,39,380,65,12,29,104,36
262,01-07-2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,50,70,60,120,59,870,85,16,58,144,27
920,01-07-2012,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,40,10,70,36,462,54,11,21,90,33
608,01-07-2012,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,50,0,90,47,622,66,42,-6,113,72
608,01-07-2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,130,90,220,86,1081,103,26,56,189,47
920,01-07-2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,80,60,130,50,587,65,16,36,115,29
920,01-07-2012,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,59,403,74,22,18,133,56
262,01-07-2012,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,130,180,60,310,124,717,173,112,32,297,141
920,01-07-2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,100,130,80,230,97,575,130,32,71,227,59
203,01-07-2012,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,30,60,50,90,35,894,52,9,32,87,20
860,01-07-2012,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,30,20,50,20,814,31,5,15,51,16
959,01-07-2012,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,80,40,130,76,613,93,28,32,169,61
959,01-07-2012,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,40,60,40,100,60,1070,72,18,33,132,39
860,01-07-2012,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,40,70,20,110,47,622,66,42,-5,113,71
203,01-07-2012,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,50,20,90,43,388,57,14,16,100,41
203,01-07-2012,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,80,130,90,210,90,1148,135,29,75,225,60
386,01-07-2012,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,40,70,50,110,45,885,65,12,41,110,24
954,01-07-2012,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,60,90,70,150,59,870,85,16,58,144,27
863,01-07-2012,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,50,587,65,16,36,115,29
904,01-07-2012,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,60,30,100,59,403,74,22,19,133,55
904,01-07-2012,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,60,80,50,140,86,1081,103,26,55,189,48
386,01-07-2012,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,110,180,60,290,124,717,173,112,32,297,141
863,01-07-2012,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,90,130,80,220,97,575,130,32,71,227,59
904,01-07-2012,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,100,170,120,270,114,822,172,37,104,286,68
727,01-07-2012,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,130,180,130,310,141,692,195,43,129,336,66
413,01-07-2012,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,20,40,30,60,23,868,34,6,16,57,18
339,01-07-2012,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,10,30,20,40,18,486,26,5,9,44,17
978,01-07-2012,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,50,20,80,51,419,64,19,11,115,53
978,01-07-2012,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,30,70,20,100,39,560,72,36,7,111,65
617,01-07-2012,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,130,150,100,280,145,1304,146,40,81,291,65
508,01-07-2012,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,40,590,560,630,52,-1493,613,17,564,665,49
603,01-07-2012,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,40,30,60,25,854,36,7,17,61,19
603,01-07-2012,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,559,43,0,31,43,12
603,01-07-2012,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,40,10,60,36,252,46,13,0,82,46
603,01-07-2012,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,50,80,10,130,59,338,82,53,-1,141,83
603,01-07-2012,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,30,50,10,80,40,219,49,15,0,89,49
603,01-07-2012,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,50,90,70,140,61,329,90,19,49,151,41
603,01-07-2012,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,60,90,60,150,64,467,96,21,43,160,53
212,01-07-2012,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,130,200,160,330,127,1007,185,35,138,312,47
518,01-07-2012,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,110,160,120,270,104,952,152,29,111,256,41
315,01-07-2012,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,90,150,120,240,94,608,136,26,98,230,38
516,01-07-2012,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,200,410,310,610,270,1781,523,102,388,793,135
716,01-07-2012,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,190,-40,-110,150,260,3076,-62,80,-164,198,102
585,01-07-2012,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,250,280,190,530,266,1355,280,74,182,546,98
347,01-07-2012,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,150,-80,-240,70,162,2321,-85,147,-266,77,181
845,01-07-2012,East,Major Market,Colombian,Beans,Coffee,New York,Regular,340,520,370,860,364,2654,548,127,370,912,178
318,01-07-2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,70,110,90,180,59,870,85,16,58,144,27
318,01-07-2012,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,50,70,50,120,40,843,59,11,36,99,23
318,01-07-2012,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,60,40,100,46,587,60,15,32,106,28
318,01-07-2012,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,90,40,160,76,613,93,28,31,169,62
985,01-07-2012,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,50,0,90,47,-395,66,42,-6,113,72
225,01-07-2012,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,30,50,30,80,39,380,65,12,30,104,35
225,01-07-2012,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,40,20,70,36,462,54,11,21,90,33
505,01-07-2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,150,60,10,210,120,1334,49,37,-11,169,60
505,01-07-2012,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,80,120,70,200,64,467,96,21,44,160,52
505,01-07-2012,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,20,30,20,50,25,854,36,7,17,61,19
505,01-07-2012,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,30,40,20,70,34,1010,41,10,10,75,31
505,01-07-2012,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,30,40,10,70,40,-258,49,15,1,89,48
505,01-07-2012,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,50,70,0,120,59,338,82,53,-1,141,83
505,01-07-2012,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,50,20,80,44,258,59,14,18,103,41
405,01-07-2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,20,50,40,70,23,868,34,6,16,57,18
580,01-07-2012,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,60,40,110,41,592,53,13,28,94,25
405,01-07-2012,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,110,180,60,290,124,717,173,112,32,297,141
405,01-07-2012,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,80,30,130,59,403,74,22,19,133,55
580,01-07-2012,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,120,160,110,280,141,-942,195,43,128,336,67
918,01-07-2012,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,20,20,30,18,486,26,5,9,44,17
580,01-07-2012,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,90,150,100,240,114,822,172,37,103,286,69
325,01-07-2012,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,140,110,240,87,564,112,28,71,199,41
430,01-07-2012,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,320,380,290,700,260,1319,307,80,206,567,101
281,01-07-2012,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,30,50,30,80,34,432,51,10,19,85,32
903,01-07-2012,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,47,420,63,15,20,110,43
281,01-07-2012,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,40,70,40,110,52,-456,79,17,30,131,49
210,01-07-2012,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,80,140,120,220,104,952,152,29,112,256,40
832,01-07-2012,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,80,110,90,190,94,608,136,26,98,230,38
435,01-07-2012,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,70,90,60,160,60,1070,72,18,32,132,40
801,01-07-2012,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,50,70,40,120,43,388,57,14,16,100,41
435,01-07-2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,50,80,60,130,61,329,90,19,48,151,42
435,01-07-2012,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,50,90,60,140,64,467,96,21,44,160,52
801,01-07-2012,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,100,40,-10,140,120,1334,49,37,-12,169,61
435,01-07-2012,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,30,60,10,90,59,338,82,53,0,141,82
435,01-07-2012,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,50,30,70,44,258,59,14,17,103,42
435,01-07-2012,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,20,40,20,60,40,219,49,15,1,89,48
435,01-07-2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,120,70,210,76,613,93,28,31,169,62
801,01-07-2012,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,60,50,90,39,845,57,10,36,96,21
801,01-07-2012,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,60,40,100,46,587,60,15,32,106,28
801,01-07-2012,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,30,50,40,80,35,894,52,9,31,87,21
209,01-07-2012,West,Major Market,Amaretto,Beans,Coffee,California,Regular,190,-90,-150,100,154,1832,-67,49,-138,87,71
707,01-07-2012,West,Major Market,Colombian,Beans,Coffee,California,Regular,450,690,530,1140,364,2654,548,127,370,912,178
805,01-07-2012,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,100,170,150,270,127,1007,185,35,139,312,46
650,01-07-2012,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,220,270,200,490,260,1319,307,80,205,567,102
831,01-07-2012,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,70,100,70,170,87,564,112,28,72,199,40
562,01-07-2012,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,60,110,100,170,104,952,152,29,112,256,40
831,01-07-2012,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,60,90,80,150,94,608,136,26,98,230,38
415,01-07-2012,West,Major Market,Green Tea,Leaves,Tea,California,Regular,30,50,20,80,52,668,79,17,30,131,49
707,01-07-2012,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,290,-40,-150,250,238,2797,-36,78,-157,202,121
818,01-07-2012,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,250,260,170,510,266,1819,266,74,167,532,99
562,01-07-2012,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,150,220,60,370,162,943,225,147,45,387,180
650,01-07-2012,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,270,380,260,650,291,1742,387,96,259,678,128
775,01-07-2012,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,60,20,100,36,252,46,13,-1,82,47
775,01-07-2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,130,210,70,340,162,943,225,147,45,387,180
775,01-07-2012,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,200,290,200,490,238,1190,329,78,208,567,121
775,01-07-2012,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,130,200,150,330,154,833,222,49,150,376,72
702,01-07-2012,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,190,270,190,460,291,1742,387,96,258,678,129
775,01-07-2012,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,170,190,130,360,266,1819,266,74,168,532,98
702,01-07-2012,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,270,5230,-270,102,-378,27,135
775,01-07-2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,40,50,30,90,34,1010,41,10,9,75,32
702,01-07-2012,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,559,43,0,32,43,11
775,01-07-2012,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,20,30,20,50,25,854,36,7,17,61,19
702,01-07-2012,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,20,808,29,5,12,49,17
971,01-07-2012,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,40,70,20,110,39,517,56,36,-10,95,66
971,01-07-2012,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,40,70,20,110,39,478,55,12,0,94,55
503,01-07-2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,40,40,60,30,829,44,8,24,74,20
503,01-07-2012,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,50,30,80,41,592,53,13,27,94,26
541,01-07-2012,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,10,10,20,18,486,26,5,9,44,17
503,01-07-2012,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,70,120,80,190,114,822,172,37,104,286,68
503,01-07-2012,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,90,130,90,220,141,692,195,43,129,336,66
503,01-07-2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,40,60,40,100,34,432,51,10,18,85,33
971,01-07-2012,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,40,70,30,110,51,419,64,19,12,115,52
503,01-07-2012,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,40,60,30,100,47,420,63,15,20,110,43
541,01-07-2012,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,130,140,90,270,145,1304,146,40,81,291,65
425,01-07-2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,70,120,80,190,90,1148,135,29,75,225,60
509,01-07-2012,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,50,50,80,40,843,59,11,37,99,22
509,01-07-2012,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,20,50,30,70,39,380,65,12,29,104,36
509,01-07-2012,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,20,40,30,60,36,462,54,11,20,90,34
253,01-07-2012,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,30,40,0,70,47,622,66,42,-5,113,71
425,01-07-2012,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,100,160,120,260,86,463,125,27,75,211,50
360,01-07-2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,150,220,100,370,124,717,173,112,31,297,142
206,01-07-2012,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,70,50,110,50,587,65,16,36,115,29
206,01-07-2012,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,70,20,120,59,403,74,22,18,133,56
253,01-07-2012,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,80,100,70,180,86,1081,103,26,56,189,47
303,01-08-2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,130,80,250,145,1292,146,40,82,291,64
970,01-08-2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,40,0,70,37,513,52,33,-10,89,62
303,01-08-2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,30,60,30,90,46,415,62,15,20,108,42
720,01-08-2012,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,50,10,90,49,414,60,18,9,109,51
970,01-08-2012,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,30,50,20,80,41,1046,50,12,16,91,34
719,01-08-2012,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,50,80,50,130,68,587,87,22,53,155,34
720,01-08-2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,110,170,130,280,100,598,145,28,105,245,40
719,01-08-2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,90,50,150,52,662,79,17,30,131,49
719,01-08-2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,130,200,160,330,132,994,191,36,144,323,47
720,01-08-2012,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,130,180,140,310,123,941,178,34,133,301,45
719,01-08-2012,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,50,70,50,120,52,554,68,17,39,120,29
630,01-08-2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,100,160,140,260,123,941,178,34,132,301,46
847,01-08-2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,40,60,40,100,52,554,68,17,39,120,29
309,01-08-2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,110,170,140,280,132,994,191,36,143,323,48
217,01-08-2012,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,80,130,100,210,100,598,145,28,105,245,40
618,01-08-2012,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,40,70,30,110,52,662,79,17,30,131,49
630,01-08-2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,340,470,340,810,295,1714,392,97,262,687,130
847,01-08-2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,320,220,620,266,1797,266,74,167,532,99
630,01-08-2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,160,230,170,390,154,817,222,49,150,376,72
847,01-08-2012,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,200,290,190,490,196,1167,271,64,163,467,108
712,01-08-2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,250,350,250,600,295,1714,392,97,262,687,130
712,01-08-2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,130,200,150,330,154,817,222,49,151,376,71
515,01-08-2012,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,220,240,150,460,266,1797,266,74,167,532,99
515,01-08-2012,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,240,310,180,550,284,1809,348,107,207,632,141
712,01-08-2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,40,30,60,23,806,35,6,18,58,17
515,01-08-2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,516,43,0,31,43,12
563,01-08-2012,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,40,50,20,90,41,1007,49,12,15,90,34
641,01-08-2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,10,20,10,30,14,602,18,4,1,32,17
641,01-08-2012,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,40,30,60,25,851,38,7,19,63,19
314,01-08-2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,50,80,20,130,63,332,88,57,2,151,86
573,01-08-2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,100,20,-20,120,120,1439,19,37,-41,139,60
816,01-08-2012,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,60,30,90,45,253,60,14,19,105,41
